sequence_id,target
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
86,see you later
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
88,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
90,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
91,sign
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
92,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
93,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
94,thank you
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
96,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
98,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
99,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
100,want
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
102,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
103,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
104,what
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
105,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
106,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
107,yes
